Overall Place,Name,Number of Events,Series Points,Battle Creek Fifty K Points,Seeley Hills Classic Points,Riverview Loppet Points,Noquemanon Points,Mt. Ashwabay Summit Ski Race Points,City of Lakes Loppet Points,Vasaloppet USA Points,Finlandia Points,Pepsi Challenge Points
510,Laura Stennes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
511,Laura Songer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
512,Laura Khoueir,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
513,Laura Jacobson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
514,Laura Ecker,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
515,Laura Crosby,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
516,Lacey Danelski,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
517,Krystyna Rickauer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
518,Krystal Story,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
519,Kristy Mcbride,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
520,Kristy Harrison,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Kristine Voyen,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
522,Kristina Lilly,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
523,Kristin Riker-Coleman,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
524,Kristin Frane,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Kristin Adams,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
526,Kristen Veerman,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
527,Krista Christenson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
528,Kirstin Tracy,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
529,Kirsten Leaf,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
530,Kira Smith,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
531,Kira Peterson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
532,Kinley Berg,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
533,Kimberly Olson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
534,Kimberly Mathews,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Kim Rudd,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Kim Green,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
537,Kim Anderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
538,Kiki Romsaas,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
539,Kennedy Aldrich,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
540,Kendall Bol,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
541,Kelsie Ellingson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
542,Kelly Trasti,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
543,Kelly Ishizuka,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
544,Keira Mondale,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
545,Kayleigh Whipps,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
546,Kayla Decker,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
547,Kayla Bozovsky,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
548,Katy Freitag,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
549,Katlyn Lafrinere,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
550,Katie Wagner,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
551,Katie Stelzner,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
552,Katie Schaaf,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
553,Katie Pohlig,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
554,Katie Haugen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
555,Katie Davis,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
556,Kati Falenczykowski,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
557,Kathryn Sennes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
558,Kathryn Clark,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
559,Katherine Williams,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
560,Katherine Koehler,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
561,Katherine Gundry,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
562,Katherine Christman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
563,Katelyn Pietila,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
564,Kate Ullman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
565,Kate Shermer,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
566,Kate Griffin,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
567,Kasey Mick,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
568,Karlin Decker,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
569,Karin Rand,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
570,Kari Meyer,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
571,Kari Hedin,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
572,Karen Weium,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
573,Karen Possley,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
574,Karen Katz,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
575,Karen Berg,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
576,Karen Anderson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
577,Kaiya Ruff,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
578,Kaisa Nilsson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
579,Justine Ertl,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
580,JulieAnn Rader,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
581,Julie Retka,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
582,Julie Megow,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
583,Julie Grossman,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
584,Julie Burtch,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
585,Julia Wilcots,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
586,Julia Sykes,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
587,Julia Sipola,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
588,Julia Everson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
589,Judy Bendickson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
590,Judith Mikolai,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
591,Joyce Ziegler,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
592,Joy Dalberg,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
593,Josie Walton,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
594,Josie Nelson,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Josie Larimer,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
596,John Gillette,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
597,Johanna Ziegler,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
598,Johanna Thill,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
599,Jocelyn Carr,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
600,Joanna Unger,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
601,Jo Ann Weaver,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
602,Jill Waters,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
603,Jill Kangas,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
604,Jill Decker,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
605,Jessie Simon,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
606,Jessica Meghan Salmon-Tumas,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
607,Jessica Simmons,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
608,Jessica Kozarek,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
609,Jessica Donahue,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
610,Jenny Lefevere,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
611,Jenny Cho,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
612,Jenny Barta,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
613,Jennifer Wellnitz,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
614,Jennifer Small,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
615,Jennifer Slifka,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
616,Jennifer Ringold,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
617,Jennifer Cambio,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
618,Jennifer Brown,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
619,Jennifer Barnes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
620,Jennifer Baldwin,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
621,Jenna Smith,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
622,Jenifer Kilpela,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
623,Jena Hauch,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
624,Jen McGill,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
625,Jeannette Sample,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
626,Jeanne Groos,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
627,Jean Traudt,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
628,Janna Johnson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
629,Jane Lonnquist,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
630,Jan Mladonicky,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
631,Jamie Strandemo,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
632,Jacquelyn Bacigalupi,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
633,Jacqueline Mueller,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
634,Jacey Kufahl,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
635,Ivy Ohlhauser,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
636,Isla Danelski,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
637,Isabelle Prusi,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
638,Isabelle Mayer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
639,Isabella Schimp,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
640,Isabella Mack,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
641,Iris Dohrenwend,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
642,Irene Wilcox,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
643,Ingrid Thyr,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Ingrid Sund,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
645,Holly Henriksen,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
646,Hollin Keyser-Parker,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
647,Hjelle Personius,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
648,Hillary King,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
649,Hilary Mosher,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Helena Byrnes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
651,Heidi Stoffregen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
652,Heidi Becker,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Heather Smith,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
654,Heather Schoenstedt,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
655,Heather Hartwig Stokes,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,Heather Eisenmenger,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
657,Heather Cichanowski,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
658,Hayley Lande,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
659,Hannah Sorensen,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
660,Hannah Panci,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
661,Hannah Kirkum,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
662,Hannah Horak,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
663,Hanna Westra,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
664,Haillee Wilson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
665,Hadley Kerr,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
666,Gwyneth Paavola,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
667,Greta Lemmons,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
668,Greta Hansen,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
669,Greta Farley,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
670,Gracelyn Olson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
671,Grace Wermerskirchen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
672,Grace Larson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
673,Grace Johnson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
674,Grace Chandler,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
675,Gina Brusseau,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
676,Gillian Moser,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
677,Gabriella Haire,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
678,Frida Waara,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
679,Fiona Metzo,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
680,Fenlynn Johnson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
681,Evelyn Brodeur,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
682,Evangeline Toney,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
683,Eva Tone,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
684,Erin Tigue,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
685,Erin Secord,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
686,Erin Griebie,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
687,Erin Feldhausen,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
688,Erica Bergsland,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
689,Erica Ahlgren,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
690,Emmalin Jingco,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
691,Emma Larson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
692,Emma Crane,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
693,Emily Nordahl,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
694,Emily Nagel,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
695,Emily Moore,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
696,Emily Lund,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
697,Emily Jensen,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
698,Emily Grimes,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
699,Emily Erickson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
700,Emilia Stehouwer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
701,Elsie Sennes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
702,Elsa Winbigler,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
703,Ellynor Barta,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
704,Ellie Sin,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
705,Ellie Decrans,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
706,Ellianna Bates,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
707,Ellen Klingner,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
708,Ellen Klima,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
709,Ellen Heine,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
710,Ella Gaylord,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
711,Ella Bogenschuetz,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
712,Elizabeth Weider,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
713,Elizabeth Stehouwer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
714,Elizabeth Rutz,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
715,Elizabeth Reed,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
716,Elizabeth Mckinnon,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
717,Elizabeth Mairs,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
718,Elizabeth LeRiche,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
719,Elizabeth Becker,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
720,Elizabeth Armstrong,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Elissa Cedarleaf Dahl,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
722,Elise Hays,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
723,Elin Wellmann,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
724,Elin Olson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
725,Elena Smith,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
726,Eleanor Dolan,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
727,Elaine Vanderziel,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
728,Elaina Jones,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
729,Eileen Endres,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
730,Dulce Bakker,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
731,Doralice Brenneman,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
732,Diane Gray,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
733,Diana Munger,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
734,Deborah Deluca,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
735,Deanna Spencer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
736,Deanna Roecker,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
737,Dawn Prinsen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
738,Dawn Labiosa,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
739,Darcy Gould,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
740,Danita Carlson,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,Danielle Smestad,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
742,Danielle Olson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
743,Dani Schlichting,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
744,Cyndi Holiday,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
745,Cossette Stenberg,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
746,Cora Pollen,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
747,Cora Gentry,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
748,Coco Toshner,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
749,Clare Schumaker,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,Clara Wicklund,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
751,Clara Niskanen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
752,Clara Mcgee,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
753,Clara Felt,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
754,Clara Bartlett,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
755,Claire Wilson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
756,Claire Vanden Heuvel,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
757,Claire St,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,Claire Johnson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
759,Claire Brings,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
760,Claire Bever,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
761,Cindy Obrien,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
762,Cindy Kittok,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
763,Christine Smalley,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
764,Christine Oconnor,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
765,Christine Merkel,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
766,Christine Albertsson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
767,Christie Rhodes Dekko,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Chris Mitchel,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
769,Chloe Zick,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,Chloe Mclaren,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
