Overall Place,Name,Number of Events,Series Points,Battle Creek Fifty K Points,Seeley Hills Classic Points,Riverview Loppet Points,Noquemanon Points,Mt. Ashwabay Summit Ski Race Points,City of Lakes Loppet Points,Vasaloppet USA Points,Finlandia Points,Pepsi Challenge Points
249,Hailey Colwell,1,38.16,0.0,0.0,0.0,0.0,0.0,38.16,0.0,0.0,0.0
250,Deb Vomhof,1,38.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
251,Deb Powers,1,38.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Harper Smith,1,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5
253,Jane DeKraay,1,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0
254,Ingrid Remak,1,36.84,0.0,0.0,0.0,0.0,0.0,36.84,0.0,0.0,0.0
255,Melissa Schuett,1,36.62,0.0,36.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Anna Mcaleavy,1,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Rosemary Elenbaas,1,35.71,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0
258,Sarah Lucinda Mosher,1,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Megan O'Meara,1,33.89,0.0,0.0,0.0,0.0,0.0,33.89,0.0,0.0,0.0
260,Ellyn Zografi,1,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Annika Hedges,1,32.88,0.0,32.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Adriane Simula,1,32.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.77,0.0
263,Abby Ellenbecker,1,32.14,0.0,0.0,0.0,0.0,0.0,0.0,32.14,0.0,0.0
264,Sara Wells,1,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
265,Geneva Finn,1,31.43,0.0,0.0,0.0,0.0,31.43,0.0,0.0,0.0,0.0
266,Nora Stark,1,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25
267,Runderwoman S,1,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Belinda Manolis,1,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Claire Story,1,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.77,0.0
270,Lynn Duijndam,1,29.41,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Mylah Murfin,1,28.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.13
272,Karen Febey,1,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
273,Stephanie Aldrin,1,26.32,0.0,0.0,0.0,0.0,0.0,26.32,0.0,0.0,0.0
274,Brooke Vogt,1,26.09,0.0,0.0,0.0,0.0,26.09,0.0,0.0,0.0,0.0
275,Kate Schuering,1,26.03,0.0,26.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Elizabeth Shelley,1,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
277,Bridget Daniels,1,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
278,Becky Robertson,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
279,Michele Popadich,1,24.66,0.0,24.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Emily Delaney,1,23.68,0.0,0.0,0.0,0.0,0.0,23.68,0.0,0.0,0.0
281,Alice Wycklendt,1,23.29,0.0,23.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Kaitlin Bakker,1,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,0.0
283,Casey Story,1,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,0.0
284,Kristina Dempsey,1,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Rachel Obermoller,1,22.37,0.0,0.0,0.0,0.0,0.0,22.37,0.0,0.0,0.0
286,Lianna Miller,1,21.43,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0
287,Joy Dalhberg,1,21.43,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0
288,Rachel Enwright,1,21.05,0.0,0.0,0.0,0.0,0.0,21.05,0.0,0.0,0.0
289,Zoe Finney,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
290,Zoe Bakken-Heck,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
291,Wren Galloway,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
292,Willow Story,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
293,Trish Miles,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
294,Tracy Story,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
295,Tracy Jewell,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
296,Traci Lutzke,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
297,Tracey Souvignier,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
298,Tirzah Schultz,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
299,Tina Zottoli,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
300,Tina Sopiwnik,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
301,Tina Raway,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
302,Tiffany Kari Cizmas,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
303,Therese Moore,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
304,Teresa Stone,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
305,Teresa Seeber,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
306,Tayah Anderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
307,Tasha Pinckney,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Tara Middleton,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
309,Tanya Pokela,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
310,Tammy Pfaendtner,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
311,Talon Prusi,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
312,Talia Wetzel,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
313,Sylvia Meza,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
314,Sydney Alsaker,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
315,Svea Morrell,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
316,Susie Jones,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
317,Susan Schaars,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
318,Susan Richardson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
319,Susan Karlovich,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
320,Susan Gunderson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
321,Susan Fritzell,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
322,Susan Engen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
323,Susan Briggs,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
324,Sue Flanders,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
325,Stacy Hess,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
326,Stacey Stoffregen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
327,Sophia Saldin,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Sophia Porter,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
329,Sophia Bevis,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
330,Siiri Nelson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
331,Shona Mcculloch,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
332,Sheryl Conroy,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
333,Shealee Gunderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
334,Shawn Oppliger,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
335,Shannon Holmes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
336,Shana Stuer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
337,Selah Toney,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
338,Saylor Landrum,1,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Sari Torstenson,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Sarah Wall,1,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Sarah Verdoliva Boatman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
342,Sarah Venditti,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
343,Sarah Sponholz,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
344,Sarah Shilman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
345,Sarah Schaeppi,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
346,Sarah Paisley,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
347,Sarah Kuehn,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
348,Sarah Konefal,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
349,Sarah Hinck,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
350,Sarah Haugen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
351,Sarah Halloran,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
352,Sara Martin,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
353,Sara Knutson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
354,Sara Friedman,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
355,Sandra Pera,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
356,Samantha Talerico,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
357,Sally Sexton,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
358,Salena Clohisy,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
359,Sadie Mckinley,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
360,Sadie Hanscom,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
361,Ruthie Gunderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
362,Ruby Kiesel,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
363,Rose Crisman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
364,River Galloway,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
365,Richelle Reyes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
366,Renee Griswold,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
367,Renee Crisman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
368,Rebeccah Downs,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
369,Rebecca Miller,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
370,Rebecca Fudge,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
371,Rachel Zachar-Tirado,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
372,Rachel Dubay,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
373,Rachel Dryer,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
374,Rachel Chase,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
375,Phoebe Miron Kroll,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
376,Phoebe Helms,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
377,Peggy Ladner,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
378,Paulette Niemi,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
379,Patty Bales,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
380,Pamela Toshner,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Pamela Peterson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
382,Paige Frost,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
383,Olivia Archocosky,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
384,Norah Lee,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
385,Norah Herzog,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
386,Ning Yip,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
387,Nine Dodge,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
388,Nicole Reynolds,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
389,Nicole Frost,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
390,Nicole Albee,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
391,Nichole Wagner Jones,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
392,Nichole Castillo,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
393,Nel Hanson,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Natalie Schetter,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
395,Natalie Sacher,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
396,Natalie Lee,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
397,Naomi Menk,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Naomi Adler,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
399,Nandini Satsangi,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
400,Nancy Bauer,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
401,Nadia Ziegler,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
402,Morgan Fisher,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
403,Molly Stanifer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
404,Molly Mcavoy,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
405,Molly Macgregor,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
406,Mollie Bousu,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
407,Miriam Mohrenweiser,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
408,Miriam Brown,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
409,Mira Tomten,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
410,Mikayla Whitehouse,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
411,Michelle Flanagan-Haag,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
412,Michele Denoble,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
413,Michele Britton,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
414,Michele Braley,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
415,Melissa Ziegler,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
416,Melissa Noel,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
417,Melissa Berman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
418,Meghan Moore,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
419,Meghan Cosgrove,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
420,Meghan Becker,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
421,Meggan Craft,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
422,Megan Wellner,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
423,Megan Boyle,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
424,Meg Maclaury,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
425,Maxine Fusaro,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
426,Mattie Lindsay,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
427,Maryjo Gingras,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
428,Mary Ellen Benzik,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
429,Mary Vancura,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
430,Mary VanPilsum-Johnson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
431,Mary Van Vactor,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
432,Mary Schaeppi,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
433,Mary Nyquist,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
434,Mary Murray,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
435,Mary Menk,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
436,Mary Johnson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
437,Mary Gunderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
438,Mary Gibson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
439,Marie Schumacher,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
440,Marie Peters,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
441,Marie Meyer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
442,Marianne Luetmer,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Maria Sorensen,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
444,Maria Seeber,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
445,Maria Ruiz,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
446,Maria Lemmons,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
447,Maria Kullberg,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
448,Maria Horton,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
449,Mari Hegrenes,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
450,Margot Higgins,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
451,Margaret Nagle,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
452,Margaret Ludwig,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
453,Margaret Litchy,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
454,Margaret Allmann,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
455,Maren Hilton,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Maren Christensen,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
457,Mara Rendi,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Mallory Rickbeil,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
459,Malia Reeg,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
460,Maggie Marx,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
461,Madeline Wall,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
462,Madeline Schoenstedt,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
463,Madeline McAlister,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Madeline Lewis,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
465,Lynne Dzuba,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
466,Lynn Marowske,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
467,Lydia Kopf,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
468,Lydia Anderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
469,Lucy White,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
470,Lucy Merkel,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
471,Lucia Friedman,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
472,Louisa Lamarre,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
473,Lori Hart,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
474,Loretta Wacek,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
475,Loni Lehnhardt,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
476,Lola Schwinghamer,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
477,Lois Braun,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
478,Liza Meredith,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
479,Liz Mandeville,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
480,Liz Armstrong,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
481,LisaBeth Barajas,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
482,Lisa Pugh,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Lisa Martin,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
484,Lisa Leedham,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Lisa Kruse,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Lisa Kapsner,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
487,Lindsey Lyrenmann,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
488,Lindsey Gearin,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
489,Lindsey Delvo,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
490,Lindsay Vanmieghem,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
491,Linda Evert,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
492,Lily Wilcox,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
493,Lily Ward,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
494,Lily Rogers-Grant,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
495,Liesl Cope-Schaeffer,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
496,Lib Larson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
497,Leslie Taylor,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Leslie O'Dell,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
499,Leslie Hurst,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
500,Leigh Jirges,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
501,Leann Podskalan,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
502,Leah Lammer,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
503,Leah Coleman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
504,Laurie Padden,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
505,Lauri Shaw,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
506,Lauren Stach,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
507,Lauren Milne,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
508,Lauren Loppnow,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
509,Lauralyn Curry-Leech,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
