Name,Overall Place,Number of Events,Skadi's Chase Points,Hiihto Relay Points,First Chance Points,LL Challenge Points,Mount Ashwabay Points,City of Lakes Loppet Points,Vasaloppet Points,Pepsi Challenge Points,Ski North Ultra Points,Series Points
Brian Baker,256,1,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,67.0
Elliott Lewis,257,1,0.0,0.0,0.0,0.0,0.0,66.79,0.0,0.0,0.0,66.79
Adam Kuenzel,258,2,0.0,0.0,0.0,0.0,0.0,46.72,20.0,0.0,0.0,66.72
Owen Finlay,259,1,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,66.67
Ryan Aylesworth,260,1,0.0,0.0,0.0,0.0,0.0,0.0,66.5,0.0,0.0,66.5
Will Nielsen,261,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.85,65.85
Sam Jaeger,262,1,0.0,0.0,0.0,0.0,0.0,0.0,65.79,0.0,0.0,65.79
Paavo Taipale,263,1,0.0,65.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.79
Leland Johnson,264,1,0.0,65.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.79
Luke Novak,265,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.71,0.0,65.71
William Lee,266,1,65.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.63
Sean Foley,267,1,0.0,0.0,0.0,0.0,0.0,0.0,65.13,0.0,0.0,65.13
David Lombardo,268,2,0.0,0.0,0.0,0.0,45.08,0.0,20.0,0.0,0.0,65.08
Zachary Beeksma,269,1,0.0,0.0,0.0,0.0,0.0,64.89,0.0,0.0,0.0,64.89
Kaden Osmundson,270,2,0.0,44.74,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.74
Anders Holmes,271,1,0.0,0.0,0.0,0.0,0.0,0.0,64.47,0.0,0.0,64.47
David Folland,272,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.34,64.34
Daniel Boody,273,1,0.0,0.0,0.0,0.0,0.0,64.12,0.0,0.0,0.0,64.12
Tyler Korton,274,2,0.0,0.0,0.0,0.0,20.0,0.0,44.08,0.0,0.0,64.08
Roberto Cattaneo,275,2,0.0,0.0,0.0,0.0,0.0,20.0,44.0,0.0,0.0,64.0
Duane Lee,276,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0
Peter Daniels,277,2,0.0,0.0,0.0,0.0,0.0,43.89,0.0,0.0,20.0,63.89
Gregory Alexander,278,1,0.0,0.0,0.0,0.0,0.0,63.74,0.0,0.0,0.0,63.74
Dakota Harris,279,2,0.0,0.0,43.59,0.0,0.0,0.0,20.0,0.0,0.0,63.59
Alex West,280,1,0.0,0.0,0.0,0.0,0.0,0.0,63.16,0.0,0.0,63.16
Greg Zophy,281,2,0.0,0.0,43.0,0.0,0.0,0.0,20.0,0.0,0.0,63.0
Laithen Allen,282,2,0.0,0.0,0.0,0.0,0.0,0.0,42.76,20.0,0.0,62.76
Will Andresen,283,1,0.0,0.0,0.0,0.0,62.75,0.0,0.0,0.0,0.0,62.75
Eric Nordland,284,2,0.0,0.0,0.0,0.0,0.0,0.0,42.11,20.0,0.0,62.11
Bill Moser,285,1,0.0,0.0,0.0,0.0,0.0,0.0,62.03,0.0,0.0,62.03
Joshua Doebbert,286,1,61.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.46
Jason Phillippi,287,1,0.0,0.0,0.0,0.0,0.0,61.45,0.0,0.0,0.0,61.45
David Helm,288,1,0.0,0.0,0.0,0.0,0.0,0.0,61.24,0.0,0.0,61.24
Diego Guevara,289,1,0.0,0.0,0.0,0.0,0.0,0.0,61.18,0.0,0.0,61.18
Darren Halzle,290,1,0.0,0.0,0.0,0.0,0.0,61.07,0.0,0.0,0.0,61.07
Craig Helmstetter,291,2,0.0,0.0,0.0,30.3,0.0,30.76,0.0,0.0,0.0,61.05
Jacob Schueller,292,1,0.0,0.0,0.0,0.0,0.0,60.69,0.0,0.0,0.0,60.69
Jens Bartel,293,1,0.0,0.0,0.0,0.0,0.0,0.0,60.53,0.0,0.0,60.53
Finn Sheeley,294,1,60.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.42
Noah Wilson,295,1,0.0,0.0,0.0,0.0,0.0,60.31,0.0,0.0,0.0,60.31
David Potasek,296,2,0.0,0.0,0.0,0.0,0.0,40.08,20.0,0.0,0.0,60.08
Diego Bachman,297,2,0.0,0.0,0.0,0.0,20.0,0.0,39.47,0.0,0.0,59.47
Eli Oconnell,298,1,0.0,0.0,0.0,0.0,0.0,0.0,59.21,0.0,0.0,59.21
Brian Bell,299,1,0.0,0.0,0.0,0.0,0.0,59.18,0.0,0.0,0.0,59.18
Rich Ekstrum,300,1,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
Ben Mimick,301,2,0.0,0.0,0.0,38.89,20.0,0.0,0.0,0.0,0.0,58.89
Ben Accola,302,1,0.0,0.0,0.0,0.0,0.0,58.78,0.0,0.0,0.0,58.78
Robert Ogren,303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.57,0.0,58.57
Luke Olmsted,304,1,0.0,0.0,0.0,0.0,0.0,0.0,58.55,0.0,0.0,58.55
Matthew Wood,305,2,0.0,0.0,0.0,22.22,0.0,36.26,0.0,0.0,0.0,58.48
Joey Merrill,306,1,0.0,0.0,0.0,0.0,0.0,58.4,0.0,0.0,0.0,58.4
Nate Rohde,307,1,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33
Brent Riddersen,308,1,0.0,0.0,0.0,0.0,0.0,58.02,0.0,0.0,0.0,58.02
Greg Williams,309,1,0.0,0.0,0.0,0.0,57.58,0.0,0.0,0.0,0.0,57.58
Gavin Berndt,310,1,57.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.29
James Bischoff,311,1,0.0,0.0,0.0,0.0,0.0,57.25,0.0,0.0,0.0,57.25
Eduardo Arteaga,312,1,57.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.21
Bjorn Gangeness,313,1,0.0,0.0,0.0,0.0,0.0,56.87,0.0,0.0,0.0,56.87
Bill McKinney,314,1,0.0,0.0,0.0,0.0,0.0,56.8,0.0,0.0,0.0,56.8
Brad Hilkene,315,2,0.0,0.0,0.0,0.0,0.0,36.59,20.0,0.0,0.0,56.59
Mnason Schultz,316,1,0.0,0.0,0.0,0.0,0.0,0.0,56.58,0.0,0.0,56.58
Joe Surla,317,1,0.0,0.0,0.0,0.0,0.0,56.44,0.0,0.0,0.0,56.44
Zeb Reicher,318,1,0.0,0.0,56.41,0.0,0.0,0.0,0.0,0.0,0.0,56.41
Aron Khoury,319,2,0.0,0.0,0.0,0.0,0.0,36.11,0.0,20.0,0.0,56.11
Scott Sponheim,320,2,0.0,0.0,0.0,0.0,0.0,36.0,0.0,20.0,0.0,56.0
Michael Craemer,321,2,0.0,0.0,0.0,0.0,0.0,36.0,20.0,0.0,0.0,56.0
Erik Peterson,322,2,0.0,0.0,0.0,0.0,0.0,36.0,20.0,0.0,0.0,56.0
Sam Kyes,323,1,0.0,0.0,0.0,55.56,0.0,0.0,0.0,0.0,0.0,55.56
Geir Johansen,324,1,0.0,0.0,0.0,0.0,0.0,55.4,0.0,0.0,0.0,55.4
Streeter Vars,325,1,0.0,0.0,0.0,0.0,0.0,55.34,0.0,0.0,0.0,55.34
Rilke Grimlund,326,1,0.0,0.0,0.0,0.0,0.0,0.0,55.26,0.0,0.0,55.26
Dave Ottoson,327,1,0.0,0.0,0.0,0.0,0.0,0.0,54.92,0.0,0.0,54.92
Michael Noble,328,1,0.0,0.0,0.0,0.0,0.0,54.62,0.0,0.0,0.0,54.62
David Carlson,329,1,0.0,0.0,0.0,0.0,0.0,0.0,54.61,0.0,0.0,54.61
Lee Schneider,330,1,0.0,0.0,0.0,0.0,0.0,54.58,0.0,0.0,0.0,54.58
Peter Langr,331,2,0.0,0.0,0.0,34.37,0.0,0.0,20.0,0.0,0.0,54.37
Eric Dott,332,1,0.0,0.0,0.0,0.0,54.33,0.0,0.0,0.0,0.0,54.33
Thomas Alcivar,333,1,0.0,0.0,0.0,0.0,0.0,54.29,0.0,0.0,0.0,54.29
David Hutcheson,334,1,0.0,0.0,0.0,0.0,0.0,54.09,0.0,0.0,0.0,54.09
John Mattson,335,2,0.0,0.0,0.0,34.0,20.0,0.0,0.0,0.0,0.0,54.0
Eric Peterson,336,1,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,54.0
Douglas Pryce,337,2,0.0,0.0,0.0,0.0,0.0,20.0,34.0,0.0,0.0,54.0
Cody Gustafson,338,1,0.0,0.0,0.0,0.0,0.0,0.0,53.95,0.0,0.0,53.95
Joel Newman,339,1,0.0,0.0,0.0,0.0,0.0,53.82,0.0,0.0,0.0,53.82
Cody Scott,340,1,0.0,0.0,0.0,53.7,0.0,0.0,0.0,0.0,0.0,53.7
Paul Earl-Torniainen,341,2,0.0,0.0,0.0,0.0,0.0,33.66,0.0,20.0,0.0,53.66
Drew Voegele,342,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.66,53.66
John Daniels,343,1,0.0,0.0,0.0,0.0,0.0,0.0,53.61,0.0,0.0,53.61
Peter Huckfeldt,344,1,0.0,0.0,0.0,0.0,0.0,0.0,53.29,0.0,0.0,53.29
Keith Egan,345,2,0.0,0.0,25.64,0.0,0.0,0.0,27.63,0.0,0.0,53.27
Terrence Maag,346,2,0.0,0.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,53.0
William Anderson,347,1,0.0,0.0,0.0,0.0,0.0,0.0,52.82,0.0,0.0,52.82
A.J. Karn,348,1,0.0,0.0,0.0,52.78,0.0,0.0,0.0,0.0,0.0,52.78
Isaiah Voges,349,1,0.0,0.0,0.0,0.0,0.0,0.0,52.63,0.0,0.0,52.63
Sam Hendrickson,350,2,32.29,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,52.29
Nick Lindeke,351,1,0.0,0.0,0.0,0.0,0.0,51.91,0.0,0.0,0.0,51.91
Mete Kremers,352,1,0.0,0.0,0.0,0.0,0.0,0.0,51.32,0.0,0.0,51.32
Adam Lee,353,1,0.0,0.0,51.28,0.0,0.0,0.0,0.0,0.0,0.0,51.28
Christopher Mukina,354,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.22,51.22
Tyler Moberg,355,1,51.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.04
John Garrett,356,1,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,51.0
Tom Novacheck,357,1,0.0,0.0,0.0,0.0,0.0,50.92,0.0,0.0,0.0,50.92
Carleton Johnson,358,1,0.0,0.0,0.0,0.0,0.0,0.0,50.84,0.0,0.0,50.84
Kyle Gamoke,359,1,0.0,0.0,0.0,0.0,0.0,50.76,0.0,0.0,0.0,50.76
Lee Nordstrum,360,2,0.0,0.0,0.0,0.0,0.0,30.53,20.0,0.0,0.0,50.53
RICHARD KYLE,361,1,0.0,0.0,50.33,0.0,0.0,0.0,0.0,0.0,0.0,50.33
Gabriel Bergin,362,2,0.0,0.0,0.0,0.0,0.0,0.0,30.26,0.0,20.0,50.26
Noah Besemann,363,1,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0
Jacob Boehm,364,1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0
Gus Virkus,365,1,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0
Michael Novak,366,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.71,0.0,49.71
Scott Lindfors,367,2,0.0,0.0,0.0,0.0,0.0,29.39,20.0,0.0,0.0,49.39
Adrian Gonzalez,368,1,0.0,0.0,0.0,0.0,0.0,0.0,49.34,0.0,0.0,49.34
Matt Francsis,369,1,0.0,0.0,0.0,0.0,0.0,49.24,0.0,0.0,0.0,49.24
Nick Richards,370,1,0.0,0.0,0.0,0.0,0.0,48.85,0.0,0.0,0.0,48.85
Paul Gabriel,371,1,0.0,0.0,0.0,0.0,48.83,0.0,0.0,0.0,0.0,48.83
Jacob Lee,372,1,0.0,0.0,48.72,0.0,0.0,0.0,0.0,0.0,0.0,48.72
Blake Slette,373,1,0.0,0.0,0.0,0.0,0.0,0.0,48.68,0.0,0.0,48.68
Joel Porterfield,374,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.57,0.0,48.57
Andrew Etteldorf,375,1,0.0,0.0,0.0,0.0,0.0,48.47,0.0,0.0,0.0,48.47
Ian Cameron,376,2,0.0,0.0,0.0,20.0,0.0,28.24,0.0,0.0,0.0,48.24
Doug Mcdonald,377,1,0.0,0.0,0.0,0.0,0.0,0.0,48.21,0.0,0.0,48.21
Aaron Winger,378,2,0.0,0.0,28.21,0.0,0.0,0.0,20.0,0.0,0.0,48.21
Maxwell Turnberg,379,2,28.13,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,48.13
Stephen Casey,380,1,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
Stephan Carlson,381,1,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0
Matt Trzynka,382,1,47.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.92
John Sandberg,383,1,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,47.5
Aldegundo Brenneman,384,1,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.0,0.0,47.37
Michael Bono,385,1,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,47.0
Mark Schneider,386,1,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,47.0
Chris Reicher,387,1,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
Austin Miller,388,1,0.0,0.0,0.0,0.0,0.0,0.0,46.71,0.0,0.0,46.71
Tim Schmidt,389,1,0.0,0.0,0.0,0.0,0.0,46.56,0.0,0.0,0.0,46.56
Thomas Lindfors,390,1,0.0,0.0,0.0,0.0,0.0,0.0,46.24,0.0,0.0,46.24
Luke Rickbeil,391,1,0.0,0.0,0.0,0.0,0.0,0.0,46.05,0.0,0.0,46.05
Martin Richmond,392,1,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0
Nathan Drake,393,1,0.0,0.0,0.0,0.0,0.0,45.64,0.0,0.0,0.0,45.64
Burke Minahan,394,1,0.0,0.0,0.0,0.0,0.0,45.42,0.0,0.0,0.0,45.42
Michael Herriges,395,1,0.0,0.0,0.0,0.0,0.0,45.04,0.0,0.0,0.0,45.04
Peter Swenson,396,2,0.0,0.0,0.0,0.0,0.0,21.0,24.0,0.0,0.0,45.0
Greg Klave,397,1,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0
Franklin Doncavage,398,1,44.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.79
Erik Riker-Coleman,399,1,0.0,0.0,0.0,0.0,0.0,0.0,44.79,0.0,0.0,44.79
Erik Paulsen,400,1,0.0,0.0,0.0,0.0,0.0,44.73,0.0,0.0,0.0,44.73
James Gleckner,401,1,0.0,0.0,0.0,0.0,0.0,44.66,0.0,0.0,0.0,44.66
John Dietrich,402,1,0.0,0.0,0.0,0.0,0.0,44.37,0.0,0.0,0.0,44.37
Jon Dennis,403,1,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0
Geary Searfoss,404,1,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,44.0
Gary Medin,405,1,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0
Gary Fruland,406,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0
SunShine Gardner,407,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,43.9
Chris Van Hoven,408,1,0.0,0.0,0.0,0.0,0.0,43.51,0.0,0.0,0.0,43.51
Randy Peterson,409,1,0.0,0.0,0.0,0.0,43.17,0.0,0.0,0.0,0.0,43.17
Sam Keepman,410,1,0.0,0.0,0.0,0.0,0.0,43.13,0.0,0.0,0.0,43.13
Russ Savstrom,411,1,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
David Melcher,412,1,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0
Peter Jensen,413,1,0.0,0.0,0.0,0.0,0.0,42.75,0.0,0.0,0.0,42.75
Tyler Jacobson,414,1,42.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.71
Kristopher Gerber,415,1,42.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.63
Thomas Burns,416,1,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,42.0
Andrew Frink,417,1,0.0,0.0,0.0,0.0,0.0,41.98,0.0,0.0,0.0,41.98
Sam Schulze,418,1,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.67
Charles Griffiths,419,1,0.0,0.0,0.0,0.0,0.0,41.57,0.0,0.0,0.0,41.57
Soren Miner,420,1,0.0,0.0,0.0,0.0,0.0,0.0,41.45,0.0,0.0,41.45
Ben Englund,421,1,0.0,0.0,0.0,0.0,0.0,41.22,0.0,0.0,0.0,41.22
Seth Heidorn,422,1,0.0,0.0,0.0,0.0,0.0,40.84,0.0,0.0,0.0,40.84
Jason Sieg,423,2,20.83,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.83
Ben Ruhme,424,1,0.0,0.0,0.0,40.74,0.0,0.0,0.0,0.0,0.0,40.74
Nick Mele,425,2,0.0,0.0,0.0,0.0,0.0,20.61,20.0,0.0,0.0,40.61
Benjamin Bauer,426,2,0.0,0.0,20.51,0.0,0.0,0.0,20.0,0.0,0.0,40.51
Tim Mess,427,1,0.0,0.0,0.0,0.0,0.0,0.0,40.13,0.0,0.0,40.13
Zachary Handler,428,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.02,40.02
William Daniels,429,2,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0
Tyler Fish,430,2,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,40.0
Tom Berning,431,2,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0
Taylor Forsyth,432,2,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0
Steve Sonnesyn,433,2,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,40.0
Steve Hagedorn,434,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Shane Steele,435,2,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0
Scott Cummings,436,2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0
Scott Bloom,437,1,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0
Roger Grimm,438,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Robert Koshnick,439,2,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,40.0
Pete Marshall,440,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Patrick Jopp,441,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Nicholas Ongaro,442,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Michael Schwinghamer,443,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Matthew Voss,444,2,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,40.0
Martin Bevis,445,2,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,40.0
Leo Bramante,446,2,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0
Jim Anderson,447,2,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,40.0
Jesse Longley,448,2,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0
Jeremiah Schimp,449,2,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0
Jacob Johnson,450,2,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,40.0
Henry Niskanen,451,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Gary Maher,452,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Garrett Ping,453,2,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0
Elijah Hallgren,454,2,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0
Elie Land,455,2,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0
David Schuetz,456,2,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0
Charles Kroschel,457,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Brian Niskanen,458,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Breck Allen,459,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Bradley Cousins,460,2,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,40.0
Anders Braaten,461,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0
Alex Brault,462,2,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,40.0
Ahvo Taipale,463,2,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0
Aaron Gunderson,464,2,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0
Shawn Dodds,465,1,0.0,0.0,0.0,0.0,0.0,39.69,0.0,0.0,0.0,39.69
Parker Erdall,466,1,0.0,0.0,0.0,0.0,0.0,39.31,0.0,0.0,0.0,39.31
David Manning,467,1,0.0,0.0,0.0,0.0,0.0,39.1,0.0,0.0,0.0,39.1
Rick Budde,468,1,0.0,0.0,0.0,0.0,38.92,0.0,0.0,0.0,0.0,38.92
Mitch Vars,469,1,0.0,0.0,0.0,0.0,0.0,38.63,0.0,0.0,0.0,38.63
Matthew Broderson,470,1,38.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.54
Thomas Linden,471,1,0.0,0.0,38.46,0.0,0.0,0.0,0.0,0.0,0.0,38.46
Jon Swanson,472,1,0.0,0.0,0.0,0.0,0.0,38.17,0.0,0.0,0.0,38.17
Michael Lybarger,473,1,0.0,0.0,0.0,0.0,0.0,0.0,38.16,0.0,0.0,38.16
Mark Trumper,474,1,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0
Levi Illick,475,1,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,37.5
Aiden Tingum,476,1,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,37.5
Aaron Johnson,477,1,37.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.46
Matt Gregory,478,1,0.0,0.0,0.0,0.0,0.0,37.34,0.0,0.0,0.0,37.34
Benjamin Bauch,479,1,0.0,0.0,0.0,37.04,0.0,0.0,0.0,0.0,0.0,37.04
Andrew Johnson,480,1,0.0,0.0,0.0,0.0,0.0,37.02,0.0,0.0,0.0,37.02
David Miel,481,1,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0
Billy Perkiss,482,1,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0
Andrew Schollett,483,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86,0.0,36.86
Nick Swanson-Hysell,484,1,0.0,36.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84
Ben Swanson-Hysell,485,1,0.0,36.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84
Steve Lindell,486,1,0.0,0.0,0.0,0.0,0.0,36.52,0.0,0.0,0.0,36.52
Tim Burkhardt,487,1,0.0,0.0,0.0,0.0,0.0,36.43,0.0,0.0,0.0,36.43
Paul Hed,488,1,0.0,0.0,0.0,0.0,0.0,0.0,36.37,0.0,0.0,36.37
Andrew Rosendahl,489,1,0.0,0.0,0.0,0.0,0.0,36.21,0.0,0.0,0.0,36.21
Ian Grossenbacher-Mcglamery,490,1,0.0,0.0,0.0,0.0,0.0,0.0,36.18,0.0,0.0,36.18
Andy Nauman,491,1,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0
Mark Machacek,492,1,35.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.42
Jim Cloutier,493,1,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0
Glenn Hansen,494,1,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0
David Brush,495,1,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0
Leo Moulsoff,496,1,0.0,0.0,0.0,0.0,0.0,0.0,34.87,0.0,0.0,34.87
Craig Bowron,497,1,0.0,0.0,0.0,0.0,0.0,0.0,34.39,0.0,0.0,34.39
William Manning,498,1,0.0,0.0,0.0,0.0,0.0,34.35,0.0,0.0,0.0,34.35
Jared Anderson,499,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.29,0.0,34.29
Tyler Gregory,500,1,0.0,0.0,0.0,34.26,0.0,0.0,0.0,0.0,0.0,34.26
Dan McGrath,501,1,0.0,34.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.21
Justin Rice,502,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.15,34.15
Thomas Carr,503,1,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0
Richard Searl,504,1,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0
Peter Fritzell,505,1,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0
Marshall Helmberger,506,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0
Jason Brent,507,1,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0
Brian Perkovich,508,1,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0
Adams Dudley,509,1,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0
Matthew Clasen,510,1,0.0,0.0,0.0,0.0,0.0,33.97,0.0,0.0,0.0,33.97
Jeremy Kunkel,511,1,0.0,0.0,0.0,0.0,0.0,0.0,33.55,0.0,0.0,33.55
William Campbell,512,1,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33
Daniel Sommer,513,1,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0
Mark Sennes,514,1,0.0,0.0,0.0,0.0,0.0,0.0,32.95,0.0,0.0,32.95
Josh Krueger,515,1,0.0,0.0,0.0,0.0,0.0,0.0,32.89,0.0,0.0,32.89
Matt Leuwer,516,1,0.0,0.0,0.0,0.0,0.0,32.44,0.0,0.0,0.0,32.44
Brian Tang,517,1,0.0,0.0,0.0,0.0,0.0,32.06,0.0,0.0,0.0,32.06
Steve Kelker,518,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0
Dave Niday,519,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.71,31.71
