Name,Overall Place,Number of Events,Skadi's Chase Points,Hiihto Relay Points,First Chance Points,LL Challenge Points,Mount Ashwabay Points,City of Lakes Loppet Points,Vasaloppet Points,Pepsi Challenge Points,Ski North Ultra Points,Series Points
Everett Dalton,520,1,0.0,0.0,0.0,0.0,0.0,31.68,0.0,0.0,0.0,31.68
Ben Schmiege,521,1,0.0,0.0,0.0,0.0,0.0,0.0,31.58,0.0,0.0,31.58
Benjamin Galea,522,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.43,0.0,31.43
Mark Felice,523,1,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25
Doug Dieck,524,1,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0
Kevin Kos,525,1,0.0,0.0,0.0,0.0,0.0,30.99,0.0,0.0,0.0,30.99
Larry Deal,526,1,0.0,0.0,0.0,0.0,0.0,30.23,0.0,0.0,0.0,30.23
William Longo,527,1,0.0,0.0,0.0,0.0,0.0,30.15,0.0,0.0,0.0,30.15
Alex Siagian,528,1,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0
Benjamin Sonquist,529,1,0.0,0.0,0.0,0.0,0.0,29.77,0.0,0.0,0.0,29.77
Grant Halvorson,530,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.27,29.27
Peter Cozine,531,1,29.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17
Jacob Bechtold,532,1,0.0,0.0,0.0,0.0,0.0,29.01,0.0,0.0,0.0,29.01
Donald Lee,533,1,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0
Jason Klabon,534,1,0.0,0.0,0.0,0.0,0.0,0.0,28.34,0.0,0.0,28.34
Paul Perkovich,535,1,0.0,0.0,0.0,0.0,0.0,0.0,28.29,0.0,0.0,28.29
Troy Hergenrader,536,1,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,28.0
Erik Hinkie,537,1,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,28.0
Joseph Kelly,538,1,0.0,0.0,0.0,0.0,0.0,27.86,0.0,0.0,0.0,27.86
Bodhi Williams,539,1,0.0,0.0,0.0,27.78,0.0,0.0,0.0,0.0,0.0,27.78
Michael Schowalter,540,1,0.0,0.0,0.0,0.0,0.0,27.48,0.0,0.0,0.0,27.48
Peter Thor,541,1,27.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.08
Wesley Kelly,542,1,0.0,0.0,0.0,0.0,0.0,0.0,26.97,0.0,0.0,26.97
Andres Colmenares,543,1,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,26.85
Luke Sperduto,544,1,0.0,26.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.32
Andrew Olson,545,1,0.0,0.0,0.0,0.0,0.0,0.0,26.32,0.0,0.0,26.32
Aaron Devries,546,1,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0
Colin Veerman,547,1,0.0,0.0,0.0,0.0,0.0,25.95,0.0,0.0,0.0,25.95
Timothy Hellman,548,1,0.0,0.0,0.0,25.93,0.0,0.0,0.0,0.0,0.0,25.93
Erik Dean,549,1,0.0,0.0,0.0,0.0,0.0,0.0,25.71,0.0,0.0,25.71
Grant Popp,550,1,0.0,0.0,0.0,0.0,0.0,0.0,25.66,0.0,0.0,25.66
Ethan Ryan,551,1,0.0,0.0,0.0,0.0,0.0,25.19,0.0,0.0,0.0,25.19
Rj Ochmann,552,1,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0
Nathaniel Kreykes,553,1,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0
Joshua Grall,554,1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0
Cameron Spencer,555,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Josh Heurung,556,1,0.0,0.0,0.0,0.0,0.0,24.81,0.0,0.0,0.0,24.81
Kevin Reddy,557,1,0.0,0.0,0.0,0.0,0.0,24.05,0.0,0.0,0.0,24.05
van Conrad,558,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0
Ryan Poppinga,559,1,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0
Ross Menk,560,1,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
Nicholas Johnson,561,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0
Jonathan Kirsch,562,1,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
Euler Evangelista,563,1,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0
David Kroll,564,1,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0
Benjamin Papier-Meister,565,1,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0
Wallace Alexander,566,1,0.0,23.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68
Per Alexander,567,1,0.0,23.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68
Douglas Stone,568,1,0.0,0.0,0.0,0.0,0.0,0.0,23.68,0.0,0.0,23.68
Karl Palmquist,569,1,0.0,0.0,0.0,0.0,0.0,23.28,0.0,0.0,0.0,23.28
Daniel Mackala,570,1,0.0,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,23.08
Nathan Grossklaus,571,1,0.0,0.0,0.0,0.0,0.0,0.0,23.03,0.0,0.0,23.03
Andrew Connor,572,1,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0
Nils Wahlander,573,1,22.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.92
Daniel Keifenheim,574,1,0.0,0.0,0.0,0.0,0.0,22.9,0.0,0.0,0.0,22.9
Lachlan Anders-Macleod,575,1,0.0,0.0,0.0,0.0,0.0,22.14,0.0,0.0,0.0,22.14
Mark Wagner,576,1,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0
Kirk Spencer,577,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Josh Nimmons,578,1,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0
Josh Bloom,579,1,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0
Jan Prihoda,580,1,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0
Dan Altstatt,581,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
David Carslon,582,1,21.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88
Joel Paulson,583,1,0.0,0.0,0.0,0.0,0.0,0.0,21.05,0.0,0.0,21.05
Martin Rosendahl,584,1,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0
BARRY BUHR,585,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0
Zethan Schultz,586,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Zachary Blum,587,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Wyatt Pajtash,588,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Wyatt Brown,589,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Wilson Moore,590,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Willson Moore,591,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
William Zins,592,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
William Stoffregen,593,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
William Holm,594,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
William Allen,595,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Will Hardt,596,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Will Hagedorn,597,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Wayne Naber,598,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Wayne Komarek,599,1,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Vitaly Brown,600,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tyler Zolczynski,601,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Tyler Long,602,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tyler Lindquist,603,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tyler Kobilarcsik,604,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Trygve Rux,605,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Troy Kinnunen-Skidm,606,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Triston Kubista,607,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Trevor Dobbs,608,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Travis Bather,609,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Travis Bakker,610,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tor Skadberg,611,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Tony Grundhauser,612,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tom Woody,613,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Tom Wood,614,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Tom Wilton,615,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Tom Rowe,616,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tom Raetz,617,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tom Herberg,618,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tom Gustafson,619,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Tom Dahlen,620,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Todd White,621,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Todd Webster,622,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Timothy Rogers,623,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Timothy Persons,624,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Timothy Patenaude,625,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Timothy Nelson,626,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Timothy Kokes,627,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Timothy Curtis,628,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tim Salo,629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Tim Johnson,630,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Tim Fitzgerald,631,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Thomas Wavrin,632,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Thomas Stormont,633,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Thomas Soderstrom,634,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Thomas Schaefer,635,1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Thomas Peterson,636,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Thomas MacDonald,637,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Thomas Hardel,638,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Terry Tansey,639,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Terry Salmela,640,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Terrence Hornsby,641,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Ted May,642,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Ted Chresand,643,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ted Anderson,644,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Tate Herzog,645,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Taite Knapp,646,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Sven Grahn,647,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Steven Bakken,648,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Steve Paladie,649,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Steve Hennessy,650,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Steve Ekman,651,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Steve Dolan,652,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Steve Ahlgren,653,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Stephen Bullard,654,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Stefan Helgeson,655,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Stanton Miller,656,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Spencer Hinseth,657,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Shane Potocnik,658,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Seth Bettendorf,659,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Sean Solberg,660,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Sean Merewood,661,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Scott Bjorn Cummings,662,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Scott Trantina,663,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Scott Stalheim,664,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Scott Nesvold,665,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Scott Everson,666,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Scott Duffus,667,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Scot Bromann,668,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Samuel Sparks,669,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Samuel Olson,670,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Samuel Doniach,671,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Samuel Del Favero,672,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Sam Rabaey,673,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Sam O'Donnell-Hoff,674,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Sam Knapp,675,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Ryan Towles,676,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Ryan Misura,677,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ryan Levendusky,678,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ryan Kroschel,679,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ryan Krisko,680,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ryan Hebert,681,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Ross Johanningsmeie,682,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Ron Raymond,683,1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Roger Schmitz,684,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Robert Thielke,685,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Robert Norton,686,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Robert Mitchell,687,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Robert Maloney,688,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Robert Jones,689,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
Robert Delaune,690,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Robert Day,691,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Rob Moore,692,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Rick Pike,693,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Reece Miller,694,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ray Johnston,695,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Randy Mork,696,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Raleigh Page,697,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Preston Wilson,698,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Pj Anderson,699,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Phineas Peake,700,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Philip Wandrei,701,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Philip Rogers,702,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Philip Kram,703,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Philip Gentry,704,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Peyton Osterdyk,705,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Peter West,706,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Peter Weiss,707,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Peter Vanstraten,708,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Peter Thompson,709,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Peter Osterberg,710,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Peter Maves,711,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Peter Larsen,712,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Peter Enz,713,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Peter Dorsen,714,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Peter De Ruiter,715,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Peter Coenen,716,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Pete Dahlquist,717,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Pete Anderson,718,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Pedro Pesta,719,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Paul Stenberg,720,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Paul Sakry,721,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Paul Rock,722,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Paul Peterson,723,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Paul Kunkel,724,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Paul Humpal,725,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Paul Haltvick,726,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Paul Cassleman,727,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Paul Berg,728,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Patrick Stundahl,729,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Patrick Mcraith,730,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Patrick Klein,731,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Owen Robertson,732,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Owen Henriksen,733,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Owen Fischer,734,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Owen Baird,735,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Oliver Espe,736,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Oleg Kolesnikov,737,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Norm Cessna,738,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Norbert Koenigsfeld,739,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Noah Weinand,740,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Noah Stueber,741,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Noah Schmit,742,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Noah Law,743,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Noah Berg,744,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Nikolay Ryabkov,745,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Niko Kubota,746,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Nicolas Reichenbach,747,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Nico Alexander,748,1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Nicholas Urban,749,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Nicholas Graham,750,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Nicholas Arth,751,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Ned Moore,752,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Nathaniel Bateman,753,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Nathan Strudle,754,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Nathan Krueger,755,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Nathan Hohenshell,756,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Nate LaFond,757,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Nate Courchane,758,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
Mitchell Wentink,759,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mitch Hunter,760,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Milo Mcclelland,761,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Miles Smith,762,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Miles Menk,763,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Miles Kroll,764,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mike Snell,765,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mike Luke,766,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mike Keyes,767,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mike Haag,768,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Mike Belzer,769,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Michael Torchia,770,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Michael Siverling,771,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Michael Robb,772,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Michael Pivec,773,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Michael Kuhne,774,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Michael Kittok,775,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Michael Kinnee,776,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Mcewan Rodefeld,777,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Maxwell Garcia,778,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Max Haight,779,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Max Fisher,780,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Max Beckman,781,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Matthew Webster,782,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Matthew Rohrer,783,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
